epoch (ms),time (-00:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1573406167383,2019-11-10T17:16:07.383,0.000,-0.339,0.575,-0.042
1573406167403,2019-11-10T17:16:07.403,0.020,-0.194,0.846,-0.263
1573406167422,2019-11-10T17:16:07.422,0.039,-0.846,0.922,-0.564
1573406167443,2019-11-10T17:16:07.443,0.060,-1.784,1.719,-0.808
1573406167463,2019-11-10T17:16:07.463,0.080,-2.675,2.435,-0.953
1573406167482,2019-11-10T17:16:07.482,0.099,-2.717,1.932,-0.655
1573406167503,2019-11-10T17:16:07.503,0.120,-1.894,1.079,-0.088
1573406167523,2019-11-10T17:16:07.523,0.140,-0.793,0.549,0.412
1573406167544,2019-11-10T17:16:07.544,0.161,-0.149,-0.625,0.366
1573406167563,2019-11-10T17:16:07.563,0.180,0.030,-2.214,0.473
1573406167584,2019-11-10T17:16:07.584,0.201,-0.560,-2.431,-0.274
1573406167604,2019-11-10T17:16:07.604,0.221,-1.117,-1.570,-0.949
1573406167623,2019-11-10T17:16:07.623,0.240,-0.301,-1.254,-0.556
1573406167644,2019-11-10T17:16:07.644,0.261,0.941,-2.119,-0.019
1573406167664,2019-11-10T17:16:07.664,0.281,1.886,-3.380,-0.149
1573406167683,2019-11-10T17:16:07.683,0.300,1.494,-3.639,-0.610
1573406167704,2019-11-10T17:16:07.704,0.321,0.678,-2.275,-0.922
1573406167724,2019-11-10T17:16:07.724,0.341,0.412,-0.194,-1.014
1573406167745,2019-11-10T17:16:07.745,0.362,0.480,1.353,-0.636
1573406167764,2019-11-10T17:16:07.764,0.381,0.530,0.926,-0.389
1573406167784,2019-11-10T17:16:07.784,0.401,0.244,-1.105,0.065
1573406167805,2019-11-10T17:16:07.805,0.422,-0.030,-2.351,-0.171
1573406167824,2019-11-10T17:16:07.824,0.441,-0.332,-0.610,-0.511
1573406167844,2019-11-10T17:16:07.844,0.461,-0.728,1.806,-0.488
1573406167865,2019-11-10T17:16:07.865,0.482,-1.113,2.732,-0.156
1573406167885,2019-11-10T17:16:07.885,0.502,-1.673,2.161,-0.335
1573406167904,2019-11-10T17:16:07.904,0.521,-1.631,0.953,-0.694
1573406167925,2019-11-10T17:16:07.925,0.542,-1.364,-0.244,-0.838
1573406167945,2019-11-10T17:16:07.945,0.562,-1.265,-0.659,-0.819
1573406167964,2019-11-10T17:16:07.964,0.581,-1.536,-0.934,-0.675
1573406167985,2019-11-10T17:16:07.985,0.602,-1.395,-1.662,-0.130
1573406168005,2019-11-10T17:16:08.005,0.622,-0.758,-2.176,0.465
1573406168026,2019-11-10T17:16:08.026,0.643,-0.248,-2.207,0.419
1573406168045,2019-11-10T17:16:08.045,0.662,-0.145,-2.176,0.122
1573406168065,2019-11-10T17:16:08.065,0.682,-0.499,-2.530,-0.530
1573406168086,2019-11-10T17:16:08.086,0.703,-0.621,-2.934,-0.675
