epoch (ms),time (-00:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1578262399795,2020-01-05T22:13:19.795,0.000,0.838,0.625,-1.120
1578262399816,2020-01-05T22:13:19.816,0.021,1.082,0.625,-1.075
1578262399835,2020-01-05T22:13:19.835,0.040,1.006,0.701,-0.976
1578262399855,2020-01-05T22:13:19.855,0.060,0.739,0.686,-1.037
1578262399874,2020-01-05T22:13:19.874,0.079,0.587,0.511,-0.907
1578262399895,2020-01-05T22:13:19.895,0.100,0.358,0.366,-0.762
1578262399914,2020-01-05T22:13:19.914,0.119,0.168,0.320,-0.549
1578262399934,2020-01-05T22:13:19.934,0.139,-0.008,0.259,-0.297
1578262399955,2020-01-05T22:13:19.955,0.160,-0.145,0.244,0.008
1578262399974,2020-01-05T22:13:19.974,0.179,-0.282,0.046,0.274
1578262399994,2020-01-05T22:13:19.994,0.199,-0.457,-0.122,0.587
1578262400013,2020-01-05T22:13:20.013,0.218,-0.808,-0.290,0.877
1578262400034,2020-01-05T22:13:20.034,0.239,-1.143,-0.572,1.204
1578262400053,2020-01-05T22:13:20.053,0.258,-1.364,-0.877,1.319
1578262400073,2020-01-05T22:13:20.073,0.278,-1.372,-0.640,1.334
1578262400094,2020-01-05T22:13:20.094,0.299,-1.372,-0.213,1.235
1578262400113,2020-01-05T22:13:20.113,0.318,-1.273,0.244,1.082
1578262400133,2020-01-05T22:13:20.133,0.338,-1.044,0.343,0.945
1578262400152,2020-01-05T22:13:20.152,0.357,-0.556,0.198,0.785
1578262400173,2020-01-05T22:13:20.173,0.378,0.145,-0.114,0.473
1578262400192,2020-01-05T22:13:20.192,0.397,0.816,-0.313,-0.091
1578262400212,2020-01-05T22:13:20.212,0.417,1.654,-0.023,-1.021
1578262400232,2020-01-05T22:13:20.232,0.437,2.325,0.564,-1.669
1578262400252,2020-01-05T22:13:20.252,0.457,2.599,0.541,-1.684
1578262400273,2020-01-05T22:13:20.273,0.478,2.736,-0.267,-1.502
1578262400292,2020-01-05T22:13:20.292,0.497,2.820,-0.694,-1.311
1578262400312,2020-01-05T22:13:20.312,0.517,2.668,-0.518,-1.288
1578262400331,2020-01-05T22:13:20.331,0.536,2.424,0.305,-1.479
1578262400352,2020-01-05T22:13:20.352,0.557,2.096,1.258,-1.608
1578262400371,2020-01-05T22:13:20.371,0.576,1.608,1.890,-1.448
1578262400391,2020-01-05T22:13:20.391,0.596,1.197,1.799,-0.922
1578262400412,2020-01-05T22:13:20.412,0.617,0.747,1.021,-0.191
1578262400431,2020-01-05T22:13:20.431,0.636,0.213,0.152,0.564
1578262400451,2020-01-05T22:13:20.451,0.656,-0.191,-0.480,1.098
1578262400470,2020-01-05T22:13:20.470,0.675,-0.183,-0.785,1.387
1578262400491,2020-01-05T22:13:20.491,0.696,0.038,-0.907,1.494
1578262400510,2020-01-05T22:13:20.510,0.715,0.419,-0.991,1.608
1578262400530,2020-01-05T22:13:20.530,0.735,0.907,-1.090,1.601
1578262400551,2020-01-05T22:13:20.551,0.756,1.364,-0.960,1.433
1578262400570,2020-01-05T22:13:20.570,0.775,1.707,-0.495,0.892
1578262400590,2020-01-05T22:13:20.590,0.795,1.707,-0.335,0.290
1578262400609,2020-01-05T22:13:20.609,0.814,1.517,-0.313,-0.175
1578262400630,2020-01-05T22:13:20.630,0.835,1.143,-0.328,-0.480
1578262400649,2020-01-05T22:13:20.649,0.854,0.678,-0.274,-0.793
1578262400670,2020-01-05T22:13:20.670,0.875,0.160,0.046,-1.090
1578262400690,2020-01-05T22:13:20.690,0.895,-0.168,0.686,-1.357
1578262400709,2020-01-05T22:13:20.709,0.914,-0.320,1.242,-1.250
1578262400730,2020-01-05T22:13:20.730,0.935,-0.412,1.341,-0.793
1578262400749,2020-01-05T22:13:20.749,0.954,-0.389,1.197,-0.343
1578262400769,2020-01-05T22:13:20.769,0.974,-0.366,0.823,0.023
1578262400788,2020-01-05T22:13:20.788,0.993,-0.267,0.480,0.221
1578262400809,2020-01-05T22:13:20.809,1.014,-0.023,0.259,0.191
1578262400829,2020-01-05T22:13:20.829,1.034,0.099,-0.023,0.168
1578262400848,2020-01-05T22:13:20.848,1.053,0.320,-0.252,0.244
1578262400869,2020-01-05T22:13:20.869,1.074,0.595,-0.640,0.381
1578262400888,2020-01-05T22:13:20.888,1.093,0.785,-0.884,0.434
1578262400908,2020-01-05T22:13:20.908,1.113,1.075,-0.823,0.412
1578262400927,2020-01-05T22:13:20.927,1.132,1.296,-0.488,0.366
1578262400948,2020-01-05T22:13:20.948,1.153,1.319,-0.213,0.183
1578262400968,2020-01-05T22:13:20.968,1.173,1.280,0.023,0.061
1578262400987,2020-01-05T22:13:20.987,1.192,1.151,0.152,-0.091
1578262401008,2020-01-05T22:13:21.008,1.213,0.884,0.053,-0.114
1578262401027,2020-01-05T22:13:21.027,1.232,0.617,-0.046,-0.145
1578262401047,2020-01-05T22:13:21.047,1.252,0.313,0.023,-0.290
1578262401066,2020-01-05T22:13:21.066,1.271,0.175,0.175,-0.457
1578262401087,2020-01-05T22:13:21.087,1.292,0.046,0.442,-0.595
1578262401106,2020-01-05T22:13:21.106,1.311,0.145,0.724,-0.739
1578262401127,2020-01-05T22:13:21.127,1.332,0.076,0.991,-0.899
1578262401147,2020-01-05T22:13:21.147,1.352,0.030,1.174,-1.052
1578262401166,2020-01-05T22:13:21.166,1.371,0.069,1.136,-1.197
1578262401187,2020-01-05T22:13:21.187,1.392,0.183,0.991,-1.189
1578262401206,2020-01-05T22:13:21.206,1.411,0.267,0.800,-1.128
1578262401226,2020-01-05T22:13:21.226,1.431,0.404,0.823,-1.029
1578262401245,2020-01-05T22:13:21.245,1.450,0.518,0.838,-0.884
1578262401266,2020-01-05T22:13:21.266,1.471,0.518,0.755,-0.777
1578262401286,2020-01-05T22:13:21.286,1.491,0.610,0.556,-0.572
1578262401305,2020-01-05T22:13:21.305,1.510,0.610,0.313,-0.343
1578262401326,2020-01-05T22:13:21.326,1.531,0.762,0.206,-0.175
